Saved Metrics:
MeanSquaredError = 'mse'
MeanAbsolutePercentageError = 'mape'
AUC = 'auc'
TruePositives = 'TP'
TrueNegatives = 'TN'
FalsePositives = 'FP'
FalseNegatives = 'FN'
CategoricalAccuracy = 'catAcc'
-------------------------------------


ticker,itteration,elapsed time,training performance
,,,val_loss,val_out_reg_loss,val_out_cat_loss,val_out_reg_mse,val_out_reg_mape,val_out_cat_auc,val_out_cat_catAcc,val_out_cat_TP,val_out_cat_TN,val_out_cat_FP,val_out_cat_FN,loss,out_reg_loss,out_cat_loss,out_reg_mse,out_reg_mape,out_cat_auc,out_cat_catAcc,out_cat_TP,out_cat_TN,out_cat_FP,out_cat_FN,
PEP,4,0:53:02.924723,3.534374821949475,0.20207999646663666,0.6673369407653809,0.200933039188385,67.65782928466797,0.6226601004600525,0.6226601004600525,632.0,632.0,383.0,383.0,3.4242789560305305,0.015146484,0.68174684,0.015145065,74.817764,0.58492565,0.5784676,2348.0,2348.0,1711.0,1711.0,
PFE,4,0:53:18.761724,3.5202889517610294,0.12855558097362518,0.6792759299278259,0.12862750887870789,59.358158111572266,0.5871921181678772,0.5871921181678772,596.0,596.0,419.0,419.0,3.4589603653856322,0.012523118,0.6892734,0.012519237,136.42528,0.5507628,0.54545456,2214.0,2214.0,1845.0,1845.0,
PM,4,0:53:27.662724,3.438142741970743,0.06287655234336853,0.6776118278503418,0.063418447971344,37.181396484375,0.5959596037864685,0.5959596037864685,354.0,354.0,240.0,240.0,3.43153740420486,0.05876929,0.6744591,0.05862951,195.35913,0.58867437,0.60227275,1431.0,1431.0,945.0,945.0,
PYPL,4,0:53:31.416723,3.216565293206109,0.06168527901172638,0.5947086215019226,0.046490103006362915,64.23011016845703,0.6800000071525574,0.6800000071525574,153.0,153.0,72.0,72.0,3.0463813415737855,0.021043308,0.59553343,0.020077415,201.53914,0.7050953,0.71571904,642.0,642.0,255.0,255.0,
QCOM,4,0:53:46.809723,3.4827177268530933,0.038434624671936035,0.6882879734039307,0.03774005547165871,51.56001281738281,0.5477832555770874,0.5477832555770874,556.0,556.0,459.0,459.0,3.4626648652785574,0.007896955,0.6910161,0.007894863,148.15578,0.56244075,0.55210644,2241.0,2241.0,1818.0,1818.0,
QQQ,4,0:54:02.601725,3.1773054992036864,0.11584589630365372,0.6120485663414001,0.11417558044195175,77.84644317626953,0.7931034564971924,0.7931034564971924,805.0,805.0,210.0,210.0,3.3882010514056575,0.004863379,0.6766666,0.0048651397,141.21992,0.5915678,0.5952205,2416.0,2416.0,1643.0,1643.0,
SBUX,4,0:54:17.648723,3.4296972617727195,0.13146603107452393,0.6602912545204163,0.13084004819393158,70.2515640258789,0.6354680061340332,0.6354680061340332,645.0,645.0,370.0,370.0,3.4202802178306984,0.01225644,0.68152064,0.012249291,218.5354,0.5841977,0.5792067,2351.0,2351.0,1708.0,1708.0,
SLB,4,0:54:33.210723,3.5482799079030607,0.0381971038877964,0.7022343873977661,0.03740514814853668,223.5308380126953,0.5024630427360535,0.5024630427360535,510.0,510.0,505.0,505.0,3.532218429777357,0.06534314,0.6933955,0.065354474,196.80222,0.53575766,0.52993345,2151.0,2151.0,1908.0,1908.0,
T,4,0:54:49.356724,3.6219083647422603,0.23941150307655334,0.6766533255577087,0.239722341299057,60.63290786743164,0.6157635450363159,0.6157635450363159,625.0,625.0,390.0,390.0,3.475227179624788,0.03525583,0.68798536,0.03525358,111.704124,0.55688226,0.5560483,2257.0,2257.0,1802.0,1802.0,
TNA,4,0:54:58.388155,3.462228352682931,0.14009124040603638,0.6664102673530579,0.1440679132938385,59.297237396240234,0.6214286088943481,0.6214285492897034,348.0,348.0,212.0,212.0,3.4194599076152965,0.026251696,0.6786983,0.026253564,97.945015,0.5913753,0.59231114,1325.0,1325.0,912.0,912.0,
TWLO,4,0:55:01.138155,3.4257198585553117,0.030130401253700256,0.6851837038993835,0.024369215592741966,44.24821472167969,0.601123571395874,0.601123571395874,107.0,107.0,71.0,71.0,3.258690380747463,0.011092,0.6607644,0.011169333,560.77374,0.64449024,0.64880115,460.0,460.0,249.0,249.0,
TWTR,4,0:55:05.967799,3.4527951055957424,0.015561023727059364,0.6876827478408813,0.015851080417633057,32.22664260864258,0.5935483574867249,0.5935483574867249,184.0,184.0,126.0,126.0,3.579151340328886,0.02737156,0.71015906,0.027385194,252.19826,0.4734065,0.4785772,592.0,592.0,645.0,645.0,
TXN,4,0:55:22.169799,3.6070623914596482,0.1451786905527115,0.6926180720329285,0.14399848878383636,80.59088134765625,0.5,0.6492610573768616,659.0,659.0,356.0,356.0,3.474607282567124,0.0036887887,0.69418156,0.0036903513,134.65584,0.52363694,0.5139197,2086.0,2086.0,1973.0,1973.0,
TZA,4,0:55:30.117799,3.2023320538657054,0.00020212931849528104,0.638441264629364,0.00020202425366733223,6524.97216796875,0.6678571701049805,0.6678571701049805,374.0,374.0,186.0,186.0,3.3086293054895313,0.001161936,0.6614718,0.0011620363,1341.1311,0.64076734,0.63924897,1430.0,1430.0,807.0,807.0,
USB,4,0:55:45.466799,3.5882513410352135,0.21555688977241516,0.6746187210083008,0.21665515005588531,63.7948112487793,0.6029556393623352,0.6029556393623352,612.0,612.0,403.0,403.0,3.4643929464002348,0.022916956,0.68831986,0.022920854,77.69918,0.566535,0.5562947,2258.0,2258.0,1801.0,1801.0,
V,4,0:55:55.540799,3.2267189114182084,0.23556554317474365,0.5978930592536926,0.2320525050163269,77.16543579101562,0.7794612646102905,0.7794612646102905,463.0,463.0,131.0,131.0,3.2037776422380095,0.014624641,0.6365091,0.01465707,310.61572,0.67247045,0.6714406,1594.0,1594.0,780.0,780.0,
VER,4,0:55:59.064799,3.4555843731747613,0.0708545669913292,0.6767199635505676,0.07101811468601227,95.46468353271484,0.5964125394821167,0.5964125394821167,133.0,133.0,90.0,90.0,3.311425091711323,0.03168052,0.6553337,0.03179613,30.269047,0.6295771,0.63820225,568.0,568.0,322.0,322.0,
VOD,4,0:56:14.361799,3.8312022620233996,0.14474670588970184,0.7369670271873474,0.14575351774692535,48.85411071777344,0.4443349838256836,0.4443349838256836,451.0,451.0,564.0,564.0,3.492872764218996,0.057179138,0.68712,0.05720317,111.7088,0.5643292,0.56072927,2276.0,2276.0,1783.0,1783.0,
VZ,4,0:56:29.472799,3.780455506846235,0.30550339818000793,0.6952769160270691,0.304305762052536,72.82975769042969,0.50935959815979,0.50935959815979,517.0,517.0,498.0,498.0,3.5151552715804315,0.027861133,0.69746083,0.027867468,94.03076,0.50327617,0.49864498,2024.0,2024.0,2035.0,2035.0,
WBA,4,0:56:45.525799,3.7132504613528696,0.20540495216846466,0.700812816619873,0.2070641964673996,60.527889251708984,0.4798029661178589,0.4798029661178589,487.0,487.0,528.0,528.0,3.471186488859464,0.048493803,0.684577,0.04849123,93.351166,0.5699326,0.57822126,2347.0,2347.0,1712.0,1712.0,
WFC,4,0:57:01.079799,3.66367036673823,0.16600602865219116,0.6994848847389221,0.1674237847328186,50.7618522644043,0.5399014949798584,0.5399014949798584,548.0,548.0,467.0,467.0,3.4228152299520564,0.033480007,0.67788684,0.033474762,67.31834,0.59041065,0.5922641,2404.0,2404.0,1655.0,1655.0,
WMT,4,0:57:15.601799,3.5606012973879357,0.14794181287288666,0.6837722659111023,0.14610211551189423,69.29232025146484,0.5773398876190186,0.5773398876190186,586.0,586.0,429.0,429.0,3.4826636481208735,0.0109768985,0.6943735,0.010982112,104.179886,0.52053636,0.51194876,2078.0,2078.0,1981.0,1981.0,
WPM,4,0:57:19.379799,3.4365983977176175,0.0770527645945549,0.6548963189125061,0.0638522133231163,43.5660285949707,0.5990098714828491,0.5990098714828491,121.0,121.0,81.0,81.0,3.352377832232423,0.005864217,0.6758098,0.0058676,26.90346,0.60427344,0.6106965,491.0,491.0,313.0,313.0,
WU,4,0:57:29.660799,3.6148619265749358,0.08665039390325546,0.7056058049201965,0.0862475335597992,39.945350646972656,0.5142428874969482,0.5142428874969482,343.0,343.0,324.0,324.0,3.4302377554251513,0.0142379375,0.6833966,0.014278588,46.686703,0.5708132,0.5772114,1540.0,1540.0,1128.0,1128.0,
XOM,4,0:57:45.072799,3.663767871245962,0.1413460671901703,0.7046216130256653,0.1425645351409912,44.702850341796875,0.5527093410491943,0.5527093410491943,561.0,561.0,454.0,454.0,3.451394659805016,0.0808257,0.67423517,0.08083762,172.2838,0.6045265,0.60064054,2438.0,2438.0,1621.0,1621.0,
ZNGA,4,0:57:51.552799,3.365434901508284,0.06728380918502808,0.6602601408958435,0.06321078538894653,73.76603698730469,0.7580246925354004,0.7580246925354004,307.0,307.0,98.0,98.0,3.5073681333290625,0.015168953,0.69843197,0.015279283,148.78172,0.50116134,0.49969077,808.0,808.0,809.0,809.0,
ABBV,5,0:57:57.441799,3.3780868296582707,0.06064750254154205,0.6503579020500183,0.05186055973172188,37.75664138793945,0.6175637245178223,0.6175637245178223,218.0,218.0,135.0,135.0,3.4413307545623346,0.03961419,0.67665267,0.038420536,61.34842,0.5716163,0.58623135,826.0,826.0,583.0,583.0,
ABT,5,0:58:12.933799,3.484334177101774,0.13856740295886993,0.6704534888267517,0.13690519332885742,73.37311553955078,0.6206896305084229,0.6206896305084229,630.0,630.0,385.0,385.0,3.437589322795243,0.008360911,0.6858467,0.008365554,107.958916,0.5670412,0.5683666,2307.0,2307.0,1752.0,1752.0,
ALL,5,0:58:29.591799,3.5081053113702483,0.17399753630161285,0.6672026515007019,0.17356178164482117,66.88471984863281,0.6768472790718079,0.6768472790718079,687.0,687.0,328.0,328.0,3.435768531736819,0.009688879,0.68521094,0.009690813,76.570755,0.5685083,0.56639564,2299.0,2299.0,1760.0,1760.0,
AMZN,5,0:58:45.060800,3.443214233990373,0.14508919417858124,0.659530758857727,0.14228056371212006,89.73179626464844,0.6729063987731934,0.6729063987731934,683.0,683.0,332.0,332.0,3.4357628547431625,0.0026215962,0.68662864,0.0026229694,544.2519,0.5570303,0.5624538,2283.0,2283.0,1776.0,1776.0,
BA,5,0:59:00.498799,3.5317072786133865,0.30540886521339417,0.6451441049575806,0.3071343004703522,82.7790298461914,0.6551724076271057,0.6551724076271057,665.0,665.0,350.0,350.0,3.3954271739208806,0.0057317526,0.6779429,0.0057321996,198.40576,0.5921896,0.59398866,2411.0,2411.0,1648.0,1648.0,
BABA,5,0:59:04.864799,3.023450747468418,0.06419897079467773,0.5828859806060791,0.05782795324921608,42.75068283081055,0.7518796920776367,0.7518796920776367,200.0,200.0,66.0,66.0,3.3289661515027955,0.03525711,0.6572978,0.03560683,390.26535,0.62347364,0.63251877,673.0,673.0,391.0,391.0,
BAC,5,0:59:20.815799,3.4049129695140667,0.026812661439180374,0.675847589969635,0.026926351711153984,26.254417419433594,0.6068965196609497,0.6068965792655945,616.0,616.0,399.0,399.0,3.52844120399445,0.05255006,0.6951454,0.05255799,79.9654,0.51707876,0.5183543,2104.0,2104.0,1955.0,1955.0,
BMY,5,0:59:36.221800,3.604023875156647,0.15608806908130646,0.689810037612915,0.155562624335289,53.84498977661133,0.5763546824455261,0.5763546824455261,585.0,585.0,430.0,430.0,3.4853894230649223,0.05054054,0.6869738,0.05054751,156.11342,0.56546605,0.5555556,2255.0,2255.0,1804.0,1804.0,
BP,5,0:59:51.700799,3.571851182571186,0.10361815243959427,0.6934688091278076,0.10448656976222992,42.43254089355469,0.5,0.4522167444229126,459.0,459.0,556.0,556.0,3.5033042621189634,0.038192727,0.6930201,0.03819931,78.575226,0.5219711,0.52697706,2139.0,2139.0,1920.0,1920.0,
BX,5,1:00:01.296800,3.4771858096689505,0.05291943624615669,0.6851869821548462,0.05192439630627632,64.83497619628906,0.660855770111084,0.660855770111084,417.0,417.0,214.0,214.0,3.478901210400116,0.0113728,0.6934963,0.011384732,184.92642,0.5207179,0.5164487,1303.0,1303.0,1220.0,1220.0,
CSCO,5,1:00:16.560799,3.5433830855515205,0.14342685043811798,0.6800287365913391,0.1427839696407318,56.513145446777344,0.7093596458435059,0.7093595862388611,720.0,720.0,295.0,295.0,3.4808862591118728,0.015582806,0.6930578,0.015592759,53.6345,0.5224356,0.5075142,2060.0,2060.0,1999.0,1999.0,
CVX,5,1:00:31.985800,3.510446128704278,0.19683445990085602,0.663083553314209,0.19759128987789154,50.9346923828125,0.626600980758667,0.626600980758667,636.0,636.0,379.0,379.0,3.4631134688369625,0.059865735,0.680624,0.059875548,314.04483,0.5814694,0.58536583,2376.0,2376.0,1683.0,1683.0,
DAL,5,1:00:41.755799,3.6911139757281934,0.2514614760875702,0.687820315361023,0.2521795928478241,57.35406494140625,0.5517241358757019,0.5517241358757019,352.0,352.0,286.0,286.0,3.5332581381010852,0.06798598,0.69301337,0.067889094,195.41833,0.5350998,0.53077227,1354.0,1354.0,1197.0,1197.0,
DD,5,1:00:57.916848,3.5822775060907373,0.14632561802864075,0.686543345451355,0.1474820375442505,61.6187744140625,0.5596058964729309,0.5596058964729309,568.0,568.0,447.0,447.0,3.4900750218133205,0.031836964,0.6916646,0.031836923,120.96975,0.536765,0.5343681,2169.0,2169.0,1890.0,1890.0,
DIS,5,1:01:13.036847,3.5666434318561273,0.14943529665470123,0.68382328748703,0.1492534577846527,71.96873474121094,0.5743842124938965,0.5743842124938965,583.0,583.0,432.0,432.0,3.4487189424833837,0.019044455,0.68586355,0.01905612,192.98753,0.56716037,0.55999017,2273.0,2273.0,1786.0,1786.0,
EBAY,5,1:01:29.397848,3.530232553998825,0.08829173445701599,0.6883137226104736,0.08694908767938614,66.26520538330078,0.5615763664245605,0.5615763664245605,570.0,570.0,445.0,445.0,3.4732689030448274,0.007352703,0.69316906,0.007353524,117.968056,0.5256206,0.52870166,2146.0,2146.0,1913.0,1913.0,
FB,5,1:01:35.190847,3.0211362838745117,0.03810789808630943,0.5966055989265442,0.03810789808630943,38.035865783691406,0.71875,0.71875,276.0,276.0,108.0,108.0,3.250016464101514,0.02028544,0.6458401,0.02028915,147.27745,0.65274763,0.6614481,1014.0,1014.0,519.0,519.0,
GE,5,1:01:51.020847,3.6258185464173116,0.08107404410839081,0.7090148329734802,0.08032471686601639,122.75321960449219,0.4167487621307373,0.4167487621307373,423.0,423.0,592.0,592.0,3.529309063540447,0.03406803,0.6990664,0.034057457,43.85357,0.50431377,0.5030796,2042.0,2042.0,2017.0,2017.0,
GPRO,5,1:01:55.344847,3.5233784956897765,0.007398059591650963,0.7011535167694092,0.007427480537444353,3272.714599609375,0.4460431933403015,0.4460431635379791,124.0,124.0,154.0,154.0,3.518037810398586,0.04848542,0.6938388,0.048542008,206.01662,0.50286996,0.50315034,559.0,559.0,552.0,552.0,
HD,5,1:02:10.715348,3.5810881161337416,0.1796366572380066,0.680482029914856,0.17776580154895782,85.01544189453125,0.5793103575706482,0.5793103575706482,588.0,588.0,427.0,427.0,3.4395268272372648,0.0064070118,0.686625,0.0064065475,160.81374,0.561764,0.56442475,2291.0,2291.0,1768.0,1768.0,
INTC,5,1:02:26.477348,3.5595403074630965,0.20561549067497253,0.6715683341026306,0.20326343178749084,70.14380645751953,0.6561576128005981,0.6561576128005981,666.0,666.0,349.0,349.0,3.4832853588983914,0.011010463,0.69443667,0.011014877,98.13403,0.517305,0.5117024,2077.0,2077.0,1982.0,1982.0,
JD,5,1:02:30.869348,3.1967336162661497,0.019961446523666382,0.6340713500976562,0.01840203069150448,34.32096481323242,0.7173144817352295,0.7173144817352295,203.0,203.0,80.0,80.0,3.414979449415629,0.006476068,0.6803796,0.006554201,222.95732,0.5787798,0.58495575,661.0,661.0,469.0,469.0,
JPM,5,1:02:45.686348,3.570648097287258,0.17001742124557495,0.680515706539154,0.16990885138511658,73.18881225585938,0.5822659730911255,0.5822660326957703,591.0,591.0,424.0,424.0,3.4668922584084463,0.004662222,0.6924068,0.0046623335,92.14105,0.53402436,0.5417591,2199.0,2199.0,1860.0,1860.0,
KHC,5,1:02:49.068348,3.753551966293268,0.290081262588501,0.694192111492157,0.2975207567214966,2493.064453125,0.5462555289268494,0.5462555289268494,124.0,124.0,103.0,103.0,3.600711378866796,0.09767864,0.7002448,0.09888616,70.032295,0.4786057,0.49944752,452.0,452.0,453.0,453.0,
KO,5,1:03:05.305348,3.5197968614512476,0.2267637550830841,0.6591342687606812,0.22642061114311218,67.68643188476562,0.6522167325019836,0.6522167325019836,662.0,662.0,353.0,353.0,3.460191362213695,0.037350886,0.68458104,0.037368976,247.27704,0.56650627,0.5723084,2323.0,2323.0,1736.0,1736.0,
KR,5,1:03:21.564059,3.6200449952938287,0.14398238062858582,0.6957567930221558,0.1429244726896286,64.7659683227539,0.5389162302017212,0.5389162302017212,547.0,547.0,468.0,468.0,3.4711467504325126,0.03873194,0.68649197,0.03870286,114.645004,0.56317353,0.5698448,2313.0,2313.0,1746.0,1746.0,
MRK,5,1:03:36.538060,3.7440904927371172,0.2541305422782898,0.6983763575553894,0.25283482670783997,69.64795684814453,0.4315270781517029,0.43152710795402527,438.0,438.0,577.0,577.0,3.4631679061599248,0.015209058,0.6895859,0.015212392,87.94227,0.5501068,0.5479182,2224.0,2224.0,1835.0,1835.0,
MSFT,5,1:03:51.401058,3.445022941457814,0.09712061285972595,0.6698712706565857,0.09474575519561768,84.79299926757812,0.7674877643585205,0.7674877047538757,779.0,779.0,236.0,236.0,3.463602935894865,0.0019335307,0.6923169,0.001934582,106.80703,0.53119314,0.5183543,2104.0,2104.0,1955.0,1955.0,
MU,5,1:04:06.341110,3.568404324301358,0.07088740915060043,0.6995080709457397,0.07041425257921219,55.256309509277344,0.41083741188049316,0.41083744168281555,417.0,417.0,598.0,598.0,3.497822733634973,0.02133697,0.69528985,0.0213557,143.10352,0.49958676,0.49445677,2007.0,2007.0,2052.0,2052.0,
NWSA,5,1:04:11.276110,3.4984368858915387,0.006811706814914942,0.6973549723625183,0.00697312131524086,102.57064056396484,0.4696969985961914,0.469696968793869,155.0,155.0,175.0,175.0,3.483499551616541,0.010043063,0.69418895,0.010069493,33.439323,0.5128348,0.5106383,672.0,672.0,644.0,644.0,
ORCL,5,1:04:26.645111,3.472162477840931,0.09239018708467484,0.675539493560791,0.09197080880403519,62.26718521118164,0.6305418014526367,0.6305418610572815,640.0,640.0,375.0,375.0,3.4717273827872566,0.012952989,0.6918166,0.012950404,143.80646,0.5407561,0.52845526,2145.0,2145.0,1914.0,1914.0,
PEP,5,1:04:42.413110,3.5068352050969165,0.18554241955280304,0.6652512550354004,0.18444232642650604,64.5842056274414,0.6226601004600525,0.6226601004600525,632.0,632.0,383.0,383.0,3.4234080187174216,0.015253616,0.6816242,0.015252125,75.061966,0.5864546,0.5769894,2342.0,2342.0,1717.0,1717.0,
PFE,5,1:04:58.195137,3.616556158676523,0.13106340169906616,0.6969459652900696,0.13113512098789215,59.99210739135742,0.4128079116344452,0.4128078818321228,419.0,419.0,596.0,596.0,3.4725380826096255,0.012616334,0.6919908,0.012620016,132.94937,0.5426204,0.54323727,2205.0,2205.0,1854.0,1854.0,
PM,5,1:05:06.828137,3.423198361188073,0.045573994517326355,0.6782816052436829,0.04603852331638336,30.958192825317383,0.5959596037864685,0.5959596037864685,354.0,354.0,240.0,240.0,3.4408388555250586,0.059819303,0.6760755,0.059744228,198.17714,0.5977338,0.5904882,1403.0,1403.0,973.0,973.0,
PYPL,5,1:05:10.696137,3.22014620674981,0.08070249855518341,0.5941722393035889,0.06352851539850235,77.52842712402344,0.6800000071525574,0.6800000071525574,153.0,153.0,72.0,72.0,3.0306139986384806,0.024936683,0.62573534,0.025691954,242.51196,0.7196539,0.71571904,642.0,642.0,255.0,255.0,
QCOM,5,1:05:25.848137,3.482944332789905,0.04078774154186249,0.6880281567573547,0.040074680000543594,53.570068359375,0.5477832555770874,0.5477832555770874,556.0,556.0,459.0,459.0,3.4545255376365156,0.008370366,0.6891959,0.0083743585,145.74706,0.55832803,0.54964274,2231.0,2231.0,1828.0,1828.0,
QQQ,5,1:05:40.677433,3.020619673329621,0.11038314551115036,0.5815161466598511,0.10874653607606888,75.6392822265625,0.7931034564971924,0.7931034564971924,805.0,805.0,210.0,210.0,3.3915252882320033,0.004859099,0.67735606,0.004859964,138.35925,0.5920048,0.5952205,2416.0,2416.0,1643.0,1643.0,
SBUX,5,1:05:55.942433,3.441407902252498,0.15591727197170258,0.6578604578971863,0.15522940456867218,77.53533935546875,0.6354680061340332,0.6354680061340332,645.0,645.0,370.0,370.0,3.435737563636274,0.0123046255,0.684741,0.012304703,221.41925,0.56708646,0.5792067,2351.0,2351.0,1708.0,1708.0,
SLB,5,1:06:11.518432,3.5428057205500862,0.04105384275317192,0.70049649477005,0.04059205949306488,200.20127868652344,0.5024630427360535,0.5024630427360535,510.0,510.0,505.0,505.0,3.5331160482969093,0.0688841,0.692815,0.06888332,198.80214,0.5312347,0.52697706,2139.0,2139.0,1920.0,1920.0,
T,5,1:06:26.401433,3.5479298788925697,0.176316499710083,0.674523651599884,0.17658784985542297,51.44651794433594,0.6157635450363159,0.6157635450363159,625.0,625.0,390.0,390.0,3.4813211390642618,0.03467811,0.68933094,0.034652427,110.06584,0.5516394,0.54964274,2231.0,2231.0,1828.0,1828.0,
TNA,5,1:06:35.251433,3.4376439094543456,0.11611100286245346,0.665928304195404,0.11940144002437592,56.22650146484375,0.6214286088943481,0.6214285492897034,348.0,348.0,212.0,212.0,3.4141689894398675,0.02847222,0.67712086,0.028478945,101.58839,0.5858507,0.59231114,1325.0,1325.0,912.0,912.0,
TWLO,5,1:06:38.148433,3.4050844921154924,0.02490842342376709,0.6815316677093506,0.0197532270103693,34.84687042236328,0.601123571395874,0.601123571395874,107.0,107.0,71.0,71.0,3.271763067487601,0.012980128,0.65264624,0.013235516,601.8041,0.62151945,0.64880115,460.0,460.0,249.0,249.0,
TWTR,5,1:06:43.093433,3.5657256541713593,0.01417899876832962,0.7095924615859985,0.014461909420788288,30.638233184814453,0.40645161271095276,0.40645161271095276,126.0,126.0,184.0,184.0,3.504700062828095,0.026816253,0.69548666,0.026792467,250.70877,0.537408,0.5311237,657.0,657.0,580.0,580.0,
TXN,5,1:06:58.061456,3.591918077609809,0.14225876331329346,0.6901960372924805,0.14109008014202118,79.63207244873047,0.6492610573768616,0.6492610573768616,659.0,659.0,356.0,356.0,3.4743753737726655,0.003844555,0.69410646,0.0038473916,142.34647,0.5184208,0.51268786,2081.0,2081.0,1978.0,1978.0,
TZA,5,1:07:06.536456,3.184658908843994,0.0002534686354920268,0.6344893574714661,0.0002533508522901684,7192.5537109375,0.6678571701049805,0.6678571701049805,374.0,374.0,186.0,186.0,3.2898861596666387,0.0012017088,0.6578007,0.0012026048,1488.3765,0.64031905,0.62494415,1398.0,1398.0,839.0,839.0,
USB,5,1:07:22.277456,3.5818579868730067,0.19089168310165405,0.678199291229248,0.19191260635852814,59.689884185791016,0.6029556393623352,0.6029556393623352,612.0,612.0,403.0,403.0,3.472531118895744,0.023431344,0.6898165,0.02343163,78.12934,0.55563444,0.5617147,2280.0,2280.0,1779.0,1779.0,
V,5,1:07:30.759457,2.9223573817949906,0.2011340856552124,0.5428024530410767,0.19788116216659546,70.7183609008789,0.7794612646102905,0.7794612646102905,463.0,463.0,131.0,131.0,3.211152096405286,0.015378118,0.63765806,0.0153660085,309.53387,0.66540325,0.6714406,1594.0,1594.0,780.0,780.0,
VER,5,1:07:34.240455,3.4481476764507892,0.07528243213891983,0.6743978261947632,0.0755019262433052,92.00194549560547,0.5964125394821167,0.5964125394821167,133.0,133.0,90.0,90.0,3.3032119327716614,0.028508833,0.65480834,0.028631369,28.387108,0.65068054,0.63820225,568.0,568.0,322.0,322.0,
VOD,5,1:07:49.567456,3.8061387931184814,0.1518908441066742,0.7305318713188171,0.15292870998382568,50.36402130126953,0.4443349838256836,0.4443349838256836,451.0,451.0,564.0,564.0,3.4974151298488176,0.05743474,0.687981,0.057435624,112.267654,0.54782724,0.5567874,2260.0,2260.0,1799.0,1799.0,
VZ,5,1:08:05.174456,3.7132929238192554,0.24851416051387787,0.6931701898574829,0.24743853509426117,65.05085754394531,0.5,0.49064040184020996,498.0,498.0,517.0,517.0,3.5039838800644105,0.027809521,0.6952371,0.027799787,93.57072,0.5074998,0.50874597,2065.0,2065.0,1994.0,1994.0,
WBA,5,1:08:19.789456,3.713215598214436,0.14029565453529358,0.7135666012763977,0.14151392877101898,47.25250244140625,0.4798029661178589,0.4798029661178589,487.0,487.0,528.0,528.0,3.4645504580251276,0.048582412,0.68318653,0.04857366,94.20783,0.5727657,0.57674307,2341.0,2341.0,1718.0,1718.0,
WFC,5,1:08:35.216456,3.655299968437608,0.17113523185253143,0.6967541575431824,0.17258861660957336,51.62154006958008,0.5399014949798584,0.5399014949798584,548.0,548.0,467.0,467.0,3.4216845202957007,0.03315973,0.67766994,0.033147287,66.95233,0.5858082,0.5922641,2404.0,2404.0,1655.0,1655.0,
WMT,5,1:08:51.021456,3.5657507948100275,0.153608500957489,0.6831973195075989,0.15173467993736267,71.152587890625,0.5773398876190186,0.5773398876190186,586.0,586.0,429.0,429.0,3.481646359686371,0.010641929,0.69420135,0.010639831,101.961815,0.5156459,0.50554323,2052.0,2052.0,2007.0,2007.0,
WPM,5,1:08:54.011457,3.437713941725174,0.07694244384765625,0.6547470688819885,0.06375434249639511,43.45090103149414,0.5990098714828491,0.5990098714828491,121.0,121.0,81.0,81.0,3.3694647805607736,0.006359513,0.6663129,0.0064768465,28.01549,0.6043167,0.6106965,491.0,491.0,313.0,313.0,
WU,5,1:09:04.375485,3.582975580238331,0.09221334010362625,0.6981549263000488,0.09179014712572098,41.747066497802734,0.5142428874969482,0.5142428874969482,343.0,343.0,324.0,324.0,3.4363729671381047,0.013837529,0.6844705,0.013836532,45.8341,0.56797034,0.5772114,1540.0,1540.0,1128.0,1128.0,
XOM,5,1:09:19.708484,3.56143808129973,0.12195175886154175,0.6878442168235779,0.1230052039027214,41.96876907348633,0.5527093410491943,0.5527093410491943,561.0,561.0,454.0,454.0,3.4549481534523223,0.07980888,0.67502856,0.07982152,170.53508,0.59594923,0.60064054,2438.0,2438.0,1621.0,1621.0,
ZNGA,5,1:09:26.123486,3.344760047064887,0.06545960158109665,0.6564574837684631,0.061433345079422,72.38687133789062,0.7580246925354004,0.7580246925354004,307.0,307.0,98.0,98.0,3.4839114001597897,0.016633904,0.69348407,0.016776351,158.58856,0.5102588,0.5083488,822.0,822.0,795.0,795.0,
ABBV,6,1:09:31.501370,3.4106841566880095,0.06055328622460365,0.6641944050788879,0.05176834762096405,37.74833297729492,0.6175637245178223,0.6175637245178223,218.0,218.0,135.0,135.0,3.4377682816483097,0.039233442,0.6834134,0.04008952,63.386124,0.5827875,0.58623135,826.0,826.0,583.0,583.0,
ABT,6,1:09:46.622359,3.4632063734120337,0.1351233273744583,0.667206346988678,0.13348160684108734,72.10246276855469,0.6206896305084229,0.6206896305084229,630.0,630.0,385.0,385.0,3.4467224403389807,0.0074991593,0.6878767,0.0075022737,101.166115,0.56226254,0.5609756,2277.0,2277.0,1782.0,1782.0,
ALL,6,1:10:01.599359,3.480552333446559,0.1829424649477005,0.6600052714347839,0.18249382078647614,68.79306030273438,0.6768472790718079,0.6768472790718079,687.0,687.0,328.0,328.0,3.4368431686209644,0.009373015,0.68548423,0.009378286,75.11275,0.5632076,0.5723084,2323.0,2323.0,1736.0,1736.0,
AMZN,6,1:10:16.884359,3.424774493137604,0.1491021066904068,0.6549306511878967,0.14626134932041168,91.37670135498047,0.6729063987731934,0.6729063987731934,683.0,683.0,332.0,332.0,3.438926288546468,0.0025982147,0.687277,0.002600661,536.67346,0.5553507,0.5624538,2283.0,2283.0,1776.0,1776.0,
