Saved Metrics:
MeanSquaredError = 'mse'
MeanAbsolutePercentageError = 'mape'
AUC = 'auc'
TruePositives = 'TP'
TrueNegatives = 'TN'
FalsePositives = 'FP'
FalseNegatives = 'FN'
CategoricalAccuracy = 'catAcc'
-------------------------------------


ticker,itteration,elapsed time,training performance
,,,val_loss,val_out_reg_loss,val_out_cat_loss,val_out_reg_mse,val_out_reg_mape,val_out_cat_auc,val_out_cat_catAcc,val_out_cat_TP,val_out_cat_TN,val_out_cat_FP,val_out_cat_FN,loss,out_reg_loss,out_cat_loss,out_reg_mse,out_reg_mape,out_cat_auc,out_cat_catAcc,out_cat_TP,out_cat_TN,out_cat_FP,out_cat_FN,
ABT,12,2:16:06.251481,3.5082595843986923,0.14659060537815094,0.6734530925750732,0.14488184452056885,76.24751281738281,0.6206896305084229,0.6206896305084229,630.0,630.0,385.0,385.0,3.4359229277671632,0.0068614017,0.68579555,0.0068601198,98.04998,0.5679402,0.563932,2289.0,2289.0,1770.0,1770.0,
ALL,12,2:16:20.017484,3.354292282799782,0.17098253965377808,0.6375870704650879,0.1705518215894699,66.24761199951172,0.6768472790718079,0.6768472790718079,687.0,687.0,328.0,328.0,3.4328474777030897,0.009515566,0.6845297,0.009511467,74.171165,0.5714137,0.5723084,2323.0,2323.0,1736.0,1736.0,
AMZN,12,2:16:33.662485,3.3927949546005927,0.1492365598678589,0.6483198404312134,0.14639487862586975,91.44317626953125,0.6729063987731934,0.6729063987731934,683.0,683.0,332.0,332.0,3.445043943526857,0.0028238378,0.6884894,0.002825482,565.0331,0.56104136,0.55752647,2263.0,2263.0,1796.0,1796.0,
BA,12,2:16:47.332481,3.5613028669592195,0.28363534808158875,0.6553385257720947,0.2852921187877655,78.32291412353516,0.6551724076271057,0.6551724076271057,665.0,665.0,350.0,350.0,3.392150362596984,0.0057016294,0.67728853,0.0057019168,198.44594,0.58998907,0.59398866,2411.0,2411.0,1648.0,1648.0,
BABA,12,2:16:51.193481,3.0441028336833296,0.06315970420837402,0.587876558303833,0.05683315917849541,42.28731155395508,0.7518796920776367,0.7518796920776367,200.0,200.0,66.0,66.0,3.3425927090465573,0.03331066,0.66045296,0.033342376,386.0256,0.6298265,0.63251877,673.0,673.0,391.0,391.0,
BAC,12,2:17:04.480481,3.4652353516940413,0.030475707724690437,0.6869998574256897,0.030591124668717384,28.030651092529297,0.6068965196609497,0.6068965792655945,616.0,616.0,399.0,399.0,3.522580476722332,0.051603146,0.69419384,0.051600885,79.35174,0.5206114,0.5198325,2110.0,2110.0,1949.0,1949.0,
BMY,12,2:17:18.188481,3.678680387036554,0.27217167615890503,0.6821689009666443,0.2714608907699585,72.7476806640625,0.5763546824455261,0.5763546824455261,585.0,585.0,430.0,430.0,3.489968356959307,0.051135983,0.68776435,0.05114366,156.73248,0.5598496,0.5545701,2251.0,2251.0,1808.0,1808.0,
BP,12,2:17:31.651481,3.549533865134704,0.09943066537380219,0.6899105310440063,0.10025692731142044,41.56980895996094,0.5477832555770874,0.5477832555770874,556.0,556.0,459.0,459.0,3.5063563244893183,0.039664596,0.6933383,0.03967739,79.41337,0.5267642,0.52845526,2145.0,2145.0,1914.0,1914.0,
BX,12,2:17:39.953480,3.4759444181590373,0.05211273953318596,0.6851000189781189,0.05112536624073982,64.13668060302734,0.660855770111084,0.660855770111084,417.0,417.0,214.0,214.0,3.481954006840679,0.01202973,0.6939873,0.012044884,188.22557,0.5223843,0.5188268,1309.0,1309.0,1214.0,1214.0,
CSCO,12,2:17:53.755480,3.4674976522699366,0.1454392671585083,0.664330244064331,0.1447899490594864,56.9971809387207,0.7093596458435059,0.7093595862388611,720.0,720.0,295.0,295.0,3.4845152574385527,0.015753506,0.6937695,0.01574145,53.345497,0.5219928,0.5198325,2110.0,2110.0,1949.0,1949.0,
CVX,12,2:18:07.572819,3.6202650547027586,0.2843038737773895,0.667384684085846,0.2852204442024231,62.07870101928711,0.626600980758667,0.626600980758667,636.0,636.0,379.0,379.0,3.462457511718122,0.059283238,0.6806876,0.059274428,314.31808,0.5801401,0.58536583,2376.0,2376.0,1683.0,1683.0,
DAL,12,2:18:16.116822,3.6536542315468146,0.2134629786014557,0.6879409551620483,0.21409152448177338,52.465919494628906,0.5517241358757019,0.5517241358757019,352.0,352.0,286.0,286.0,3.527476377367553,0.06969814,0.69150096,0.06967905,196.83925,0.5421331,0.53390825,1362.0,1362.0,1189.0,1189.0,
DD,12,2:18:29.621819,3.6319729248291166,0.17162644863128662,0.6917117834091187,0.17308472096920013,61.188106536865234,0.5596058964729309,0.5596058964729309,568.0,568.0,447.0,447.0,3.4884988247217525,0.031556573,0.6913832,0.031581096,122.723755,0.5391403,0.5328899,2163.0,2163.0,1896.0,1896.0,
DIS,12,2:18:43.324282,3.5831368441652196,0.1660519689321518,0.6836186647415161,0.16585633158683777,76.14595794677734,0.5743842124938965,0.5743842124938965,583.0,583.0,432.0,432.0,3.4486434580099705,0.017942939,0.6861606,0.01793912,183.31752,0.564457,0.5698448,2313.0,2313.0,1746.0,1746.0,
EBAY,12,2:18:56.779283,3.529211532658544,0.0878947526216507,0.6881760954856873,0.08655419945716858,66.08324432373047,0.5615763664245605,0.5615763664245605,570.0,570.0,445.0,445.0,3.469063469094283,0.0073951907,0.6923419,0.0073952395,118.26824,0.53401554,0.5242671,2128.0,2128.0,1931.0,1931.0,
FB,12,2:19:01.828283,3.0578619043032327,0.05134516954421997,0.6013033390045166,0.05134516954421997,45.056461334228516,0.71875,0.71875,276.0,276.0,108.0,108.0,3.280144395660281,0.020331489,0.65199053,0.020339837,147.32445,0.6471235,0.6614481,1014.0,1014.0,519.0,519.0,
GE,12,2:19:15.389282,3.6117974424597077,0.07853211462497711,0.7067152857780457,0.07785286009311676,118.91893768310547,0.4167487621307373,0.4167487621307373,423.0,423.0,592.0,592.0,3.525925864078459,0.034880493,0.69817775,0.034873948,43.99431,0.50153315,0.5045578,2048.0,2048.0,2011.0,2011.0,
GPRO,12,2:19:19.233282,3.5146222011648494,0.015424241311848164,0.6983741521835327,0.015465830452740192,4471.3466796875,0.4460431933403015,0.4460431635379791,124.0,124.0,154.0,154.0,3.520610856966968,0.045027982,0.6949886,0.045113795,181.27263,0.49403274,0.49774978,553.0,553.0,558.0,558.0,
HD,12,2:19:32.815282,3.6165766077088604,0.1763753443956375,0.6883686780929565,0.17451979219913483,84.11802673339844,0.5793103575706482,0.5793103575706482,588.0,588.0,427.0,427.0,3.4345266769660108,0.0066663204,0.6855811,0.0066636307,160.945,0.56911695,0.56442475,2291.0,2291.0,1768.0,1768.0,
INTC,12,2:19:46.521795,3.7198076722657154,0.20237064361572266,0.703826367855072,0.2000359445810318,69.50788879394531,0.34384238719940186,0.34384235739707947,349.0,349.0,666.0,666.0,3.4832438626116677,0.010968312,0.6944538,0.010975573,98.92448,0.5083091,0.51342696,2084.0,2084.0,1975.0,1975.0,
JD,12,2:19:50.304794,3.244686078688281,0.01676730066537857,0.6446112394332886,0.015376136638224125,33.67301559448242,0.7173144817352295,0.7173144817352295,203.0,203.0,80.0,80.0,3.441061234685172,0.0068124793,0.68717456,0.0067289663,215.69894,0.5751507,0.5672566,641.0,641.0,489.0,489.0,
JPM,12,2:20:03.763794,3.595993409837995,0.15983052551746368,0.6873277425765991,0.15972888469696045,70.59574127197266,0.5822659730911255,0.5822660326957703,591.0,591.0,424.0,424.0,3.4638666570348144,0.004673156,0.69183594,0.004673275,91.78366,0.5332675,0.5373245,2181.0,2181.0,1878.0,1878.0,
KHC,12,2:20:06.828794,3.821852341622508,0.32774171233177185,0.6926746368408203,0.33565881848335266,2624.096923828125,0.453744500875473,0.453744500875473,103.0,103.0,124.0,124.0,3.572894769215452,0.10147614,0.69449353,0.100793794,71.59325,0.49698237,0.5116022,463.0,463.0,442.0,442.0,
KO,12,2:20:20.203795,3.4386258245101704,0.19951781630516052,0.648653507232666,0.1992022544145584,63.064476013183594,0.6522167325019836,0.6522167325019836,662.0,662.0,353.0,353.0,3.468664492959311,0.03847582,0.68600196,0.03849329,258.94562,0.5659216,0.5654102,2295.0,2295.0,1764.0,1764.0,
KR,12,2:20:34.309795,3.596276510172877,0.14484979212284088,0.6906909942626953,0.14378923177719116,64.9531021118164,0.5389162302017212,0.5389162302017212,547.0,547.0,468.0,468.0,3.478625573674926,0.03915539,0.6879035,0.039159395,114.27422,0.5645782,0.56196105,2281.0,2281.0,1778.0,1778.0,
MRK,12,2:20:48.083796,3.6666606041010965,0.229593425989151,0.6874749660491943,0.2283676117658615,65.54719543457031,0.5684728622436523,0.5684729218482971,577.0,577.0,438.0,438.0,3.4630397846323424,0.015263388,0.6895431,0.015265868,87.694855,0.5512278,0.5457009,2215.0,2215.0,1844.0,1844.0,
MSFT,12,2:21:01.681794,3.261520539363617,0.09476794302463531,0.6333072781562805,0.09241757541894913,83.18230438232422,0.7674877643585205,0.7674877047538757,779.0,779.0,236.0,236.0,3.4624719865276883,0.0023878696,0.69198656,0.002389684,117.62389,0.53146,0.5257453,2134.0,2134.0,1925.0,1925.0,
MU,12,2:21:15.124065,3.6362176345486947,0.08841042965650558,0.7094632983207703,0.08786506950855255,63.584800720214844,0.41083741188049316,0.41083744168281555,417.0,417.0,598.0,598.0,3.4981475657035226,0.021620167,0.69529957,0.021603463,141.2799,0.50536436,0.5092387,2067.0,2067.0,1992.0,1992.0,
NWSA,12,2:21:19.628064,3.466178537137581,0.0065604764968156815,0.6934325695037842,0.006735949777066708,101.38117980957031,0.5303030014038086,0.5303030014038086,175.0,175.0,155.0,155.0,3.4803788277878227,0.010965635,0.6931126,0.0110213915,34.967896,0.5050905,0.51215804,674.0,674.0,642.0,642.0,
ORCL,12,2:21:33.252064,3.529487106717866,0.09537887573242188,0.6867437958717346,0.09495263546705246,63.34638595581055,0.6305418014526367,0.6305418610572815,640.0,640.0,375.0,375.0,3.470989655144375,0.013135653,0.6915605,0.013137438,148.42522,0.5405497,0.52549887,2133.0,2133.0,1926.0,1926.0,
PEP,12,2:21:46.987930,3.54585053815043,0.21128907799720764,0.667774498462677,0.21011696755886078,69.30136108398438,0.6226601004600525,0.6226601004600525,632.0,632.0,383.0,383.0,3.415594650331052,0.015062049,0.68011636,0.015059425,74.520424,0.58357424,0.586844,2382.0,2382.0,1677.0,1677.0,
PFE,12,2:22:00.508929,3.5586076365315855,0.13339412212371826,0.6853878498077393,0.13346657156944275,60.607059478759766,0.5871921181678772,0.5871921181678772,596.0,596.0,419.0,419.0,3.460546573590516,0.012591611,0.68958396,0.012593095,136.21121,0.5558039,0.5523528,2242.0,2242.0,1817.0,1817.0,
PM,12,2:22:08.697929,3.434241130295827,0.05622008442878723,0.6773346066474915,0.056733470410108566,35.07123947143555,0.5959596037864685,0.5959596037864685,354.0,354.0,240.0,240.0,3.4499344865882438,0.059209444,0.6784074,0.059323367,196.49918,0.60215086,0.60227275,1431.0,1431.0,945.0,945.0,
PYPL,12,2:22:12.024929,3.202260964711507,0.06576322764158249,0.594130277633667,0.05012282729148865,67.1209716796875,0.6800000071525574,0.6800000071525574,153.0,153.0,72.0,72.0,3.1035720137848104,0.022259282,0.60696024,0.021605728,214.8668,0.6963283,0.71571904,642.0,642.0,255.0,255.0,
QCOM,12,2:22:26.237929,3.4852638338586965,0.034094877541065216,0.6894824504852295,0.03343631699681282,47.527061462402344,0.5477832555770874,0.5477832555770874,556.0,556.0,459.0,459.0,3.4687885476850355,0.007925814,0.6921671,0.007925872,148.49306,0.5519921,0.55210644,2241.0,2241.0,1818.0,1818.0,
QQQ,12,2:22:41.074929,3.087154479567053,0.11366352438926697,0.594295084476471,0.11200673133134842,76.99090576171875,0.7931034564971924,0.7931034564971924,805.0,805.0,210.0,210.0,3.389310136279557,0.0049170773,0.67692006,0.004916404,140.63771,0.5903473,0.5952205,2416.0,2416.0,1643.0,1643.0,
SBUX,12,2:22:55.530930,3.4565751862643386,0.14709731936454773,0.6624838709831238,0.14643175899982452,75.0234146118164,0.6354680061340332,0.6354680061340332,645.0,645.0,370.0,370.0,3.420027307936581,0.012444393,0.68150944,0.012447223,222.58925,0.58311737,0.5792067,2351.0,2351.0,1708.0,1708.0,
SLB,12,2:23:10.421929,3.5215801135659803,0.045889269560575485,0.6952164769172668,0.045644842088222504,180.092529296875,0.5024630427360535,0.5024630427360535,510.0,510.0,505.0,505.0,3.5272877965839253,0.06646671,0.6921734,0.066465214,200.61955,0.53237116,0.52796257,2143.0,2143.0,1916.0,1916.0,
T,12,2:23:25.689929,3.604743683396889,0.21448618173599243,0.6781829595565796,0.2147817760705948,57.159976959228516,0.6157635450363159,0.6157635450363159,625.0,625.0,390.0,390.0,3.482798431682657,0.034139134,0.689743,0.03414367,109.21147,0.5527844,0.5560483,2257.0,2257.0,1802.0,1802.0,
TNA,12,2:23:34.489929,3.4287166186741422,0.1070784330368042,0.6659741401672363,0.11008425056934357,55.07700729370117,0.6214286088943481,0.6214285492897034,348.0,348.0,212.0,212.0,3.4146682220641447,0.02670846,0.6776363,0.026708793,98.984436,0.58799314,0.59231114,1325.0,1325.0,912.0,912.0,
TWLO,12,2:23:37.333929,3.4294021290339782,0.030066365376114845,0.6860234141349792,0.024306247010827065,44.5550422668457,0.601123571395874,0.601123571395874,107.0,107.0,71.0,71.0,3.2674550428377054,0.0151779,0.651554,0.015567701,668.4996,0.6445539,0.64880115,460.0,460.0,249.0,249.0,
TWTR,12,2:23:41.767929,3.53338581977352,0.011693762615323067,0.7038318514823914,0.011957002803683281,27.806249618530273,0.40645161271095276,0.40645161271095276,126.0,126.0,184.0,184.0,3.5185505071761827,0.027296638,0.6985339,0.027392952,248.47638,0.52527076,0.5311237,657.0,657.0,580.0,580.0,
TXN,12,2:23:56.953953,3.5887711534359186,0.14627058804035187,0.6887826323509216,0.14508606493473053,80.94001007080078,0.6492610573768616,0.6492610573768616,659.0,659.0,356.0,356.0,3.4659098731264395,0.004021884,0.6923781,0.0040227883,136.07571,0.5300712,0.52475977,2130.0,2130.0,1929.0,1929.0,
TZA,12,2:24:05.564952,3.1985943044934952,0.00022487960814032704,0.6376218199729919,0.00022476866433862597,6855.54833984375,0.6678571701049805,0.6678571701049805,374.0,374.0,186.0,186.0,3.295423316806355,0.0011463569,0.65877175,0.0011467339,1356.0996,0.6418914,0.6320965,1414.0,1414.0,823.0,823.0,
USB,12,2:24:20.933953,3.574400206269889,0.20218190550804138,0.6745346784591675,0.20323842763900757,61.59300994873047,0.6029556393623352,0.6029556393623352,612.0,612.0,403.0,403.0,3.4687102996941768,0.022950392,0.6891362,0.022949234,77.45213,0.56704855,0.5548165,2252.0,2252.0,1807.0,1807.0,
V,12,2:24:30.188952,3.160548943863172,0.1969671994447708,0.5922393798828125,0.19374710321426392,69.90702819824219,0.7794612646102905,0.7794612646102905,463.0,463.0,131.0,131.0,3.2136515273501516,0.015433175,0.64143264,0.015425041,313.737,0.6681062,0.6714406,1594.0,1594.0,780.0,780.0,
VER,12,2:24:33.217952,3.523319844173209,0.06968800723552704,0.6904223561286926,0.0698278471827507,97.10386657714844,0.5964125394821167,0.5964125394821167,133.0,133.0,90.0,90.0,3.315831902857577,0.029849002,0.65768194,0.029936364,29.66052,0.6455094,0.63820225,568.0,568.0,322.0,322.0,
VOD,12,2:24:47.281952,3.641566612685255,0.13664942979812622,0.7007563710212708,0.13762055337429047,47.119895935058594,0.4443349838256836,0.4443349838256836,451.0,451.0,564.0,564.0,3.5196786525949055,0.057461187,0.69242734,0.05749599,112.41619,0.55330837,0.5508746,2236.0,2236.0,1823.0,1823.0,
VZ,12,2:25:02.322953,3.711432396837056,0.24737267196178436,0.693042516708374,0.24629957973957062,64.88235473632812,0.50935959815979,0.50935959815979,517.0,517.0,498.0,498.0,3.49540372892212,0.0282179,0.6934366,0.028216923,93.058556,0.5163696,0.5035723,2044.0,2044.0,2015.0,2015.0,
WBA,12,2:25:17.346517,3.7316664629969103,0.18324363231658936,0.7087217569351196,0.1847647726535797,56.396888732910156,0.4798029661178589,0.4798029661178589,487.0,487.0,528.0,528.0,3.4719705367857787,0.04816426,0.68474126,0.048158184,93.65464,0.5807055,0.5698448,2313.0,2313.0,1746.0,1746.0,
WFC,12,2:25:31.917516,3.6890004115738892,0.21262824535369873,0.6951220631599426,0.2143670916557312,58.45595169067383,0.5399014949798584,0.5399014949798584,548.0,548.0,467.0,467.0,3.4251274940385463,0.033242274,0.67836297,0.033216123,65.743866,0.5832636,0.5922641,2404.0,2404.0,1655.0,1655.0,
WMT,12,2:25:46.236029,3.5615229869710987,0.15220066905021667,0.6826754212379456,0.15033523738384247,70.69171905517578,0.5773398876190186,0.5773398876190186,586.0,586.0,429.0,429.0,3.4790830376642212,0.010126698,0.69384533,0.010126659,101.86974,0.51907873,0.51490515,2090.0,2090.0,1969.0,1969.0,
WPM,12,2:25:49.022026,3.42855434606571,0.07412146031856537,0.6567831635475159,0.061198052018880844,42.08718490600586,0.5990098714828491,0.5990098714828491,121.0,121.0,81.0,81.0,3.3744637622169003,0.006167651,0.66822326,0.0063245767,27.583574,0.59100026,0.6106965,491.0,491.0,313.0,313.0,
WU,12,2:25:58.955099,3.551147465941788,0.07298163324594498,0.6956395506858826,0.07262522727251053,35.008544921875,0.5142428874969482,0.5142428874969482,343.0,343.0,324.0,324.0,3.429246789154442,0.013620493,0.6832605,0.013539758,45.812298,0.56147826,0.5772114,1540.0,1540.0,1128.0,1128.0,
XOM,12,2:26:13.837099,3.591879806847408,0.14406658709049225,0.6895307302474976,0.14530666172504425,45.07862854003906,0.5527093410491943,0.5527093410491943,561.0,561.0,454.0,454.0,3.4555928344707767,0.07953486,0.6752602,0.07953904,171.11565,0.5941033,0.60064054,2438.0,2438.0,1621.0,1621.0,
ZNGA,12,2:26:19.607100,3.27739321861738,0.06851818412542343,0.6422975063323975,0.06441394239664078,74.68710327148438,0.7580246925354004,0.7580246925354004,307.0,307.0,98.0,98.0,3.4934257306504115,0.0153034385,0.6956995,0.015426421,138.68585,0.508924,0.5071119,820.0,820.0,797.0,797.0,
ABBV,13,2:26:24.730099,3.400924866327821,0.08185384422540665,0.6532332301139832,0.0717223733663559,46.30216598510742,0.6175637245178223,0.6175637245178223,218.0,218.0,135.0,135.0,3.4426766754973435,0.04147278,0.6860319,0.042333458,65.00315,0.57891446,0.58623135,826.0,826.0,583.0,583.0,
ABT,13,2:26:39.944099,3.473833807583513,0.13012352585792542,0.6700608134269714,0.12851209938526154,70.2010498046875,0.6206896305084229,0.6206896305084229,630.0,630.0,385.0,385.0,3.4450478757006335,0.0066550304,0.68775046,0.006655317,95.81541,0.5628911,0.55752647,2263.0,2263.0,1796.0,1796.0,
ALL,13,2:26:54.929099,3.5705702737047167,0.1815144270658493,0.6780614256858826,0.18106800317764282,68.49676513671875,0.6768472790718079,0.6768472790718079,687.0,687.0,328.0,328.0,3.430356000497089,0.009312133,0.6842279,0.009311515,74.93661,0.5712247,0.5723084,2323.0,2323.0,1736.0,1736.0,
AMZN,13,2:27:09.886099,3.445990937331627,0.13838616013526917,0.6614617109298706,0.1356320083141327,86.89571380615234,0.6729063987731934,0.6729063987731934,683.0,683.0,332.0,332.0,3.4380170030234396,0.0026650457,0.68710726,0.0026656103,537.18036,0.56005365,0.5624538,2283.0,2283.0,1776.0,1776.0,
BA,13,2:27:23.836098,3.5269005004995564,0.29179006814956665,0.6468875408172607,0.29347166419029236,79.97561645507812,0.6551724076271057,0.6551724076271057,665.0,665.0,350.0,350.0,3.403106262073578,0.0056193913,0.67945063,0.005621507,194.77782,0.59132457,0.5865977,2381.0,2381.0,1678.0,1678.0,
BABA,13,2:27:27.690099,3.065855784523756,0.07845553755760193,0.5895103812217712,0.07146025449037552,48.35565185546875,0.7518796920776367,0.7518796920776367,200.0,200.0,66.0,66.0,3.326903267910606,0.034951415,0.6571154,0.035042416,405.61224,0.6282012,0.63251877,673.0,673.0,391.0,391.0,
BAC,13,2:27:43.254099,3.402717911198809,0.030154665932059288,0.674765944480896,0.03026740439236164,27.847274780273438,0.6068965196609497,0.6068965792655945,616.0,616.0,399.0,399.0,3.5247472830375566,0.05250745,0.6944789,0.05252441,78.73251,0.52034646,0.5183543,2104.0,2104.0,1955.0,1955.0,
BMY,13,2:27:58.842128,3.678815009676177,0.2701157033443451,0.6824738383293152,0.2694087624549866,72.5438003540039,0.5763546824455261,0.5763546824455261,585.0,585.0,430.0,430.0,3.485262720359902,0.051880877,0.686676,0.051886484,161.63272,0.56025934,0.56343925,2287.0,2287.0,1772.0,1772.0,
BP,13,2:28:14.267128,3.5757412428926365,0.10871797800064087,0.6932196617126465,0.10963839292526245,43.3868408203125,0.5,0.4522167444229126,459.0,459.0,556.0,556.0,3.508161506972368,0.039442394,0.6937384,0.03946308,78.593834,0.52342916,0.52007884,2111.0,2111.0,1948.0,1948.0,
BX,13,2:28:23.376134,3.6049417346101933,0.04630789905786514,0.7116366624832153,0.04537583515048027,59.35035705566406,0.339144229888916,0.339144229888916,214.0,214.0,417.0,417.0,3.4803559413468417,0.010479544,0.6939932,0.010490436,183.58018,0.52203846,0.52160126,1316.0,1316.0,1207.0,1207.0,
CSCO,13,2:28:38.349127,3.713535179175767,0.16409021615982056,0.7101381421089172,0.1633869856595993,61.78860855102539,0.29064038395881653,0.29064038395881653,295.0,295.0,720.0,720.0,3.48448612531966,0.015742324,0.6937515,0.015738767,53.19933,0.52091104,0.52007884,2111.0,2111.0,1948.0,1948.0,
CVX,13,2:28:53.238366,3.5960112411987604,0.2853056490421295,0.6624994277954102,0.2862261235713959,62.24433135986328,0.626600980758667,0.626600980758667,636.0,636.0,379.0,379.0,3.4723941599626675,0.059181266,0.6826287,0.059210062,313.84546,0.5807712,0.58388764,2370.0,2370.0,1689.0,1689.0,
DAL,13,2:29:03.198734,3.765538859890546,0.3102021813392639,0.6909574866294861,0.3110477030277252,65.2113265991211,0.5517241358757019,0.5517241358757019,352.0,352.0,286.0,286.0,3.5401432408579936,0.06811999,0.6942197,0.06813131,195.9355,0.53525406,0.5284202,1348.0,1348.0,1203.0,1203.0,
DD,13,2:29:17.582082,3.587572318344868,0.1539124697446823,0.6856629252433777,0.15516440570354462,61.10456848144531,0.5596058964729309,0.5596058964729309,568.0,568.0,447.0,447.0,3.495348766479154,0.031772092,0.69274145,0.031771474,120.585785,0.5351547,0.5388027,2187.0,2187.0,1872.0,1872.0,
DIS,13,2:29:32.666082,3.5915360525911075,0.1474086344242096,0.6889160871505737,0.14722830057144165,71.43181610107422,0.5743842124938965,0.5743842124938965,583.0,583.0,432.0,432.0,3.448185279763488,0.018611878,0.6859099,0.018627532,189.56616,0.56257534,0.5698448,2313.0,2313.0,1746.0,1746.0,
EBAY,13,2:29:47.335083,3.507528152606757,0.07899407297372818,0.685234546661377,0.07770907878875732,62.326515197753906,0.5615763664245605,0.5615763664245605,570.0,570.0,445.0,445.0,3.470192571848183,0.007340796,0.6926002,0.0073376596,118.10177,0.5278455,0.5237743,2126.0,2126.0,1933.0,1933.0,
FB,13,2:29:53.110600,3.0731701652208963,0.06170930340886116,0.6022922396659851,0.06170930340886116,49.98659896850586,0.71875,0.71875,276.0,276.0,108.0,108.0,3.260578218660398,0.019820934,0.64822936,0.019833757,147.02837,0.6512826,0.6614481,1014.0,1014.0,519.0,519.0,
GE,13,2:30:07.685601,3.653292568328933,0.07883218675851822,0.7149205803871155,0.07814394682645798,119.49453735351562,0.4167487621307373,0.4167487621307373,423.0,423.0,592.0,592.0,3.5266466569536337,0.034487706,0.6984117,0.034480896,43.74884,0.49347427,0.48435575,1966.0,1966.0,2093.0,2093.0,
GPRO,13,2:30:11.617601,3.5206568035290395,0.013368102721869946,0.6997050046920776,0.013406935147941113,4184.23583984375,0.4460431933403015,0.4460431635379791,124.0,124.0,154.0,154.0,3.528644632584978,0.047132522,0.696283,0.04730779,190.37875,0.50096047,0.49234924,547.0,547.0,564.0,564.0,
HD,13,2:30:26.997600,3.5669865765595086,0.16573013365268707,0.6803891062736511,0.1639256477355957,81.12590026855469,0.5793103575706482,0.5793103575706482,588.0,588.0,427.0,427.0,3.44645839161578,0.006538151,0.6880002,0.006540682,158.21967,0.56266224,0.56048286,2275.0,2275.0,1784.0,1784.0,
INTC,13,2:30:41.567600,3.6806716585394197,0.1831057220697403,0.6998764276504517,0.1808793991804123,65.16706085205078,0.34384238719940186,0.34384235739707947,349.0,349.0,666.0,666.0,3.4951066580215797,0.011182639,0.6967793,0.011185664,99.55915,0.505348,0.5158906,2094.0,2094.0,1965.0,1965.0,
JD,13,2:30:45.760600,3.181348701247899,0.014888131059706211,0.6318737268447876,0.013619547709822655,35.5537109375,0.7173144817352295,0.7173144817352295,203.0,203.0,80.0,80.0,3.4278914763864163,0.0070708967,0.6846342,0.0070377598,223.22394,0.5746887,0.5513274,623.0,623.0,507.0,507.0,
JPM,13,2:31:00.850182,3.5747988637445007,0.17179378867149353,0.6808406710624695,0.17168483138084412,73.66230010986328,0.5822659730911255,0.5822660326957703,591.0,591.0,424.0,424.0,3.463571590107337,0.0046653803,0.69183075,0.004666313,93.18456,0.53179854,0.53683174,2179.0,2179.0,1880.0,1880.0,
KHC,13,2:31:04.234181,3.848371311431414,0.3221357464790344,0.6938247084617615,0.3299875557422638,2615.3291015625,0.453744500875473,0.453744500875473,103.0,103.0,124.0,124.0,3.569341544420021,0.10539899,0.69239926,0.10488431,70.72051,0.52299505,0.5160221,467.0,467.0,438.0,438.0,
KO,13,2:31:18.602181,3.523297581649179,0.2190437763929367,0.6613346338272095,0.21870817244052887,66.40560913085938,0.6522167325019836,0.6522167325019836,662.0,662.0,353.0,353.0,3.464891854751636,0.03904874,0.68518144,0.03906879,295.7106,0.5693454,0.5609756,2277.0,2277.0,1782.0,1782.0,
KR,13,2:31:33.011181,3.5626158714294434,0.11297976225614548,0.6902565360069275,0.11203628778457642,56.5451774597168,0.5389162302017212,0.5389162302017212,547.0,547.0,468.0,468.0,3.4697353124442314,0.03862683,0.6862483,0.03861961,113.48552,0.5698745,0.56146836,2279.0,2279.0,1780.0,1780.0,
MRK,13,2:31:48.166181,3.6663042185929022,0.24846109747886658,0.6833550333976746,0.24718138575553894,68.7286605834961,0.5684728622436523,0.5684729218482971,577.0,577.0,438.0,438.0,3.462983158898195,0.015155514,0.6895857,0.015159862,87.97759,0.5493312,0.5417591,2199.0,2199.0,1860.0,1860.0,
MSFT,13,2:32:02.720697,3.4889916530383633,0.09233584254980087,0.6796916723251343,0.09001101553440094,81.4547119140625,0.7674877643585205,0.7674877047538757,779.0,779.0,236.0,236.0,3.4707382339126047,0.0019304696,0.6937632,0.0019320345,108.11814,0.51926243,0.52081794,2114.0,2114.0,1945.0,1945.0,
MU,13,2:32:17.305697,3.5159718177588704,0.07136458158493042,0.6890838146209717,0.07089001685380936,55.092472076416016,0.5891625881195068,0.5891625881195068,598.0,598.0,417.0,417.0,3.4939291669277464,0.021172434,0.6945494,0.021163233,140.37514,0.4964551,0.49815226,2022.0,2022.0,2037.0,2037.0,
NWSA,13,2:32:22.147697,3.5023263671181417,0.008777599781751633,0.6976975202560425,0.008881166577339172,114.39791870117188,0.4696969985961914,0.469696968793869,155.0,155.0,175.0,175.0,3.482236315051835,0.009213857,0.69398755,0.009308229,32.588367,0.5184865,0.5167173,680.0,680.0,636.0,636.0,
ORCL,13,2:32:36.826697,3.55513796829825,0.1063520535826683,0.6897631287574768,0.10590162128210068,67.17261505126953,0.6305418014526367,0.6305418610572815,640.0,640.0,375.0,375.0,3.468293754477077,0.013045163,0.6910599,0.01304678,147.93675,0.5438275,0.5358463,2175.0,2175.0,1884.0,1884.0,
